id	ref	class	di_events	dir	read_len	aln_len	ref_start	ref_end	ref_len	score	max_score	num_match	num_snp	num_ins	num_del	num_mask	shared_7mers	med_q	mean_q
SRR29165088.1170	_NC_002020.1	vRNA	0	R	911	890	1	890	890	3538.00	4555.00	799	79	12	12	21	450	25.00	22.37
SRR29165088.1176	A_NC_007362.1	vRNA	0	R	1793	1760	1	1760	1760	6725.00	8965.00	1547	193	11	20	42	854	25.00	24.21
SRR29165088.1183	_NC_002020.1	diRNA	1	R	833	889	2	890	890	2801.00	4165.00	707	84	21	98	21	336	19.00	18.12
SRR29165088.1184	_NC_002020.1	vRNA	0	F	908	890	1	890	890	3316.00	4540.00	781	95	15	14	17	401	23.00	21.22
SRR29165088.1188	_NC_007363.1	vRNA	0	R	1028	1027	1	1027	1027	3768.00	5140.00	903	92	14	32	19	473	18.00	17.94
SRR29165088.1194	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4242.00	5210.00	942	71	8	14	21	578	22.00	21.36
SRR29165088.1196	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4340.00	5235.00	946	74	6	7	21	597	23.00	21.71
SRR29165088.1198	_NC_007363.1	vRNA	0	F	1046	1026	2	1027	1027	4275.00	5230.00	942	73	6	11	25	587	23.00	21.23
SRR29165088.1204	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4011.00	5230.00	917	84	23	26	22	542	20.00	19.08
SRR29165088.1206	_NC_007363.1	vRNA	0	F	1044	1026	2	1027	1027	4284.00	5220.00	938	81	3	7	22	592	24.00	22.14
SRR29165088.1208	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4196.00	5210.00	935	78	9	14	20	554	24.00	22.87
SRR29165088.1211	_NC_002020.1	vRNA	0	R	912	890	1	890	890	3609.00	4560.00	801	86	4	3	21	454	24.00	22.75
SRR29165088.1215	_NC_007363.1	vRNA	0	R	1031	1027	1	1027	1027	3823.00	5155.00	904	91	13	32	23	489	18.00	17.91
SRR29165088.1216	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	4217.00	5195.00	940	69	9	18	21	583	22.00	20.64
SRR29165088.1227	A_NC_007362.1	vRNA	0	R	1784	1760	1	1760	1760	6640.00	8920.00	1536	200	9	24	39	838	24.00	22.19
SRR29165088.1238	_NC_007363.1	vRNA	0	F	850	844	1	844	1027	3337.00	4250.00	764	62	19	18	5	428	23.00	21.28
SRR29165088.1243	B1_NC_007358.1	vRNA	0	R	631	612	1730	2341	2341	2063.00	3155.00	510	91	4	11	26	272	22.00	19.69
SRR29165088.1245	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4159.00	5215.00	939	70	13	18	21	589	24.00	21.33
SRR29165088.1246	_NC_002020.1	vRNA	0	R	908	890	1	890	890	3616.00	4540.00	800	86	0	4	22	449	25.00	23.67
SRR29165088.1247	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4409.00	5230.00	952	70	3	5	21	615	25.00	23.94
SRR29165088.1249	_NC_007363.1	vRNA	0	F	1053	1027	1	1027	1027	4055.00	5265.00	927	84	21	16	21	523	21.00	20.52
SRR29165088.1251	_NC_007363.1	vRNA	0	R	1033	1027	1	1027	1027	4329.00	5165.00	942	68	2	17	21	595	26.00	24.67
SRR29165088.1257	_NC_007363.1	vRNA	0	F	1028	1027	1	1027	1027	4086.00	5140.00	928	71	8	28	21	551	21.00	19.83
SRR29165088.1264	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4346.00	5225.00	946	72	6	9	21	594	27.00	25.60
SRR29165088.1265	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4252.00	5215.00	939	73	10	15	21	589	23.00	21.56
SRR29165088.1268	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4344.00	5230.00	951	67	8	9	20	601	24.00	22.44
SRR29165088.1274	_NC_002020.1	vRNA	0	F	903	890	1	890	890	3523.00	4515.00	798	78	6	14	21	447	25.00	23.93
SRR29165088.1278	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	3869.00	5185.00	910	89	18	28	20	491	20.00	19.24
SRR29165088.1287	_NC_002020.1	vRNA	0	F	911	890	1	890	890	3571.00	4555.00	800	84	6	6	21	442	26.00	24.63
SRR29165088.1289	_NC_007363.1	vRNA	0	F	1038	1012	1	1012	1027	3986.00	5190.00	911	83	12	18	32	525	16.00	16.65
SRR29165088.1303	_NC_002020.1	vRNA	0	R	907	890	1	890	890	3522.00	4535.00	799	77	7	14	24	444	26.00	23.56
SRR29165088.1304	_NC_007363.1	vRNA	0	R	1028	1023	5	1027	1027	3606.00	5140.00	884	102	18	37	24	464	17.00	16.84
SRR29165088.1309	_NC_007375.1	vRNA	0	F	613	632	1389	2020	2341	1935.00	3065.00	503	97	7	32	6	256	24.00	22.28
SRR29165088.1313	_NC_007363.1	vRNA	0	F	611	594	434	1027	1027	2416.00	3055.00	544	45	11	5	11	318	22.00	20.47
SRR29165088.1314	_NC_007363.1	vRNA	0	F	1043	1026	2	1027	1027	4041.00	5215.00	926	83	15	17	19	520	20.00	19.00
SRR29165088.1315	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4445.00	5230.00	954	68	3	5	21	626	25.00	24.87
SRR29165088.1321	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	4374.00	5195.00	949	67	2	11	21	618	25.00	23.79
SRR29165088.1322	_NC_007363.1	vRNA	0	F	1059	1018	1	1018	1027	4120.00	5295.00	928	79	22	11	30	554	24.00	21.90
SRR29165088.1329	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	4292.00	5190.00	943	69	6	15	20	599	25.00	23.27
SRR29165088.1330	_NC_007363.1	vRNA	0	F	608	594	434	1027	1027	2471.00	3040.00	548	41	10	5	9	352	23.00	21.41
SRR29165088.1333	_NC_002023.1	vRNA	0	R	461	435	1907	2341	2341	1408.00	2305.00	361	61	23	13	16	219	19.00	19.15
SRR29165088.1334	_NC_002020.1	vRNA	0	F	915	890	1	890	890	3617.00	4575.00	805	81	8	4	21	457	26.00	24.83
SRR29165088.1335	_NC_007363.1	vRNA	0	R	1051	1027	1	1027	1027	4302.00	5255.00	943	80	8	4	20	583	24.00	22.82
SRR29165088.1337	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3918.00	5180.00	909	93	14	25	20	530	21.00	20.24
SRR29165088.1345	A_NC_007362.1	vRNA	0	R	1771	1760	1	1760	1760	6236.00	8855.00	1503	209	17	48	42	781	24.00	21.53
SRR29165088.1346	_NC_002020.1	vRNA	0	F	900	890	1	890	890	3269.00	4500.00	778	90	14	22	18	382	20.00	19.46
SRR29165088.1348	_NC_007363.1	vRNA	0	R	1039	1027	1	1027	1027	4308.00	5195.00	946	67	5	14	21	601	25.00	23.38
SRR29165088.1349	_NC_002020.1	vRNA	0	R	900	886	5	890	890	3440.00	4500.00	780	90	3	16	27	416	25.00	22.87
SRR29165088.1353	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4335.00	5220.00	950	65	8	12	21	608	23.00	22.15
SRR29165088.1360	_NC_004906.1	vRNA	0	F	927	890	1	890	890	3410.00	4635.00	792	92	23	6	20	422	22.00	20.43
SRR29165088.1364	_NC_002020.1	vRNA	0	R	887	890	1	890	890	3194.00	4435.00	769	86	11	35	21	367	19.00	18.60
SRR29165088.1368	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4345.00	5215.00	946	69	7	12	21	598	25.00	23.26
SRR29165088.1369	_NC_002020.1	vRNA	0	R	900	890	1	890	890	3508.00	4500.00	795	80	6	15	19	431	24.00	22.97
SRR29165088.1370	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4176.00	5225.00	933	80	11	14	21	561	25.00	22.81
SRR29165088.1382	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4313.00	5260.00	944	78	9	5	21	584	26.00	23.76
SRR29165088.1386	B2_NC_026438.1	vRNA	0	R	2355	2280	1	2280	2280	8590.00	11775.00	1984	281	11	15	79	984	26.00	25.19
SRR29165088.1389	_NC_002020.1	vRNA	0	R	875	890	1	890	890	3123.00	4375.00	760	90	7	40	18	377	20.00	18.43
SRR29165088.1396	_NC_007363.1	vRNA	0	F	1042	1026	2	1027	1027	4242.00	5210.00	938	76	6	12	22	599	21.00	20.75
SRR29165088.1401	A_NC_007362.1	vRNA	0	R	1797	1760	1	1760	1760	6597.00	8985.00	1537	201	19	22	40	851	26.00	23.90
SRR29165088.1410	A_NC_007361.1	vRNA	0	F	1473	1458	1	1458	1458	5629.00	7365.00	1288	153	11	17	21	693	26.00	24.09
SRR29165088.1414	_NC_002020.1	vRNA	0	F	903	890	1	890	890	3342.00	4515.00	782	90	10	18	21	393	20.00	19.87
SRR29165088.1415	B1_NC_007358.1	vRNA	0	R	632	612	1730	2341	2341	2254.00	3160.00	529	75	2	8	26	320	24.00	21.57
SRR29165088.1424	P_NC_007360.1	vRNA	0	F	1572	1565	1	1565	1565	5926.00	7860.00	1367	178	6	20	21	693	25.00	23.44
SRR29165088.1425	_NC_007363.1	vRNA	0	R	1041	1026	1	1026	1027	3943.00	5205.00	917	89	14	20	21	522	17.00	17.70
SRR29165088.1426	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4493.00	5240.00	960	64	3	3	21	645	24.00	23.48
SRR29165088.1427	_NC_004906.1	vRNA	0	F	908	887	1	887	890	3348.00	4540.00	782	95	10	10	21	405	21.00	20.20
SRR29165088.1431	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	3763.00	5255.00	906	95	28	26	22	493	17.00	17.05
SRR29165088.1433	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4083.00	5200.00	929	82	11	16	18	519	19.00	18.69
SRR29165088.1453	_NC_004906.1	vRNA	0	F	928	890	1	890	890	3284.00	4640.00	787	88	32	15	21	403	21.00	20.33
SRR29165088.1456	_NC_002020.1	vRNA	0	F	908	890	1	890	890	3521.00	4540.00	797	82	8	11	21	444	25.00	24.18
SRR29165088.1494	_NC_002020.1	vRNA	0	F	907	889	1	889	890	3397.00	4535.00	783	93	7	13	24	415	22.00	20.32
SRR29165088.1495	_NC_007363.1	vRNA	0	R	1043	1026	1	1026	1027	4164.00	5215.00	933	72	12	21	26	564	23.00	21.53
SRR29165088.1504	_NC_002020.1	vRNA	0	R	906	890	1	890	890	3395.00	4530.00	790	81	14	19	21	423	25.00	23.46
SRR29165088.1510	P_NC_007360.1	vRNA	0	F	1578	1565	1	1565	1565	5850.00	7890.00	1364	184	10	17	20	691	23.00	21.94
SRR29165088.1513	A_NC_007359.1	vRNA	0	F	732	742	1	742	2233	2790.00	3660.00	645	64	11	33	12	407	23.00	21.79
SRR29165088.1517	_NC_007363.1	vRNA	0	R	1029	1025	3	1027	1027	3554.00	5145.00	877	106	23	42	23	445	17.00	16.90
SRR29165088.1521	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4184.00	5260.00	937	82	12	8	21	539	21.00	19.77
SRR29165088.1527	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4220.00	5225.00	940	69	15	18	21	584	22.00	20.74
SRR29165088.1529	_NC_007363.1	vRNA	0	R	1058	1022	1	1022	1027	4010.00	5290.00	925	74	35	23	24	543	21.00	20.31
SRR29165088.1535	_NC_007363.1	vRNA	0	R	1046	1027	1	1027	1027	4268.00	5230.00	944	72	9	11	21	603	24.00	22.57
SRR29165088.1538	_NC_002020.1	vRNA	0	F	908	890	1	890	890	3490.00	4540.00	791	90	6	9	21	433	25.00	23.41
SRR29165088.1546	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4270.00	5210.00	937	80	4	10	21	570	24.00	21.79
SRR29165088.1550	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4070.00	5185.00	923	84	9	20	21	549	22.00	20.48
SRR29165088.1553	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4314.00	5250.00	947	71	11	9	21	582	25.00	23.62
SRR29165088.1555	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4188.00	5205.00	935	74	11	18	21	572	26.00	23.79
SRR29165088.1557	_NC_007363.1	vRNA	0	R	1049	1023	5	1027	1027	4213.00	5245.00	934	80	11	9	24	565	22.00	21.22
SRR29165088.1558	_NC_007363.1	vRNA	0	F	1047	1026	2	1027	1027	4036.00	5235.00	922	85	17	19	23	535	22.00	19.87
SRR29165088.1574	_NC_002020.1	vRNA	0	R	895	890	1	890	890	3516.00	4475.00	792	78	4	20	21	449	24.00	22.70
SRR29165088.1576	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3545.00	5180.00	888	98	30	41	20	451	16.00	17.02
SRR29165088.1588	_NC_007363.1	vRNA	0	R	1059	1027	1	1027	1027	4043.00	5295.00	932	82	24	13	21	545	20.00	19.06
SRR29165088.1589	_NC_007363.1	vRNA	0	F	1033	1027	1	1027	1027	4093.00	5165.00	926	76	10	25	21	549	22.00	20.27
SRR29165088.1590	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4346.00	5215.00	946	73	3	8	21	599	25.00	24.50
SRR29165088.1595	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4422.00	5255.00	951	75	5	1	20	613	25.00	24.62
SRR29165088.1599	_NC_007377.1	vRNA	0	F	524	528	1	528	1027	1524.00	2620.00	421	67	21	40	15	225	22.00	20.79
SRR29165088.1606	_NC_007363.1	vRNA	0	F	1045	1026	2	1027	1027	4283.00	5225.00	939	76	7	11	23	577	23.00	22.06
SRR29165088.1607	_NC_007363.1	vRNA	0	R	1031	1027	1	1027	1027	4038.00	5155.00	925	74	11	28	21	531	22.00	21.24
SRR29165088.1612	_NC_002020.1	vRNA	0	R	888	890	1	890	890	3328.00	4440.00	774	90	3	26	21	399	24.00	22.05
SRR29165088.1618	_NC_004906.1	vRNA	0	R	881	890	1	890	890	3133.00	4405.00	757	99	6	34	19	371	22.00	20.18
SRR29165088.1619	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4359.00	5210.00	945	69	5	13	23	611	26.00	24.56
SRR29165088.1620	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4048.00	5250.00	927	80	22	20	21	523	21.00	20.04
SRR29165088.1628	_NC_002020.1	vRNA	0	R	911	890	1	890	890	3555.00	4555.00	802	77	10	11	22	444	25.00	23.81
SRR29165088.1633	_NC_002020.1	vRNA	0	R	912	890	1	890	890	3509.00	4560.00	795	88	8	7	21	431	24.00	22.51
SRR29165088.1636	P_NC_007360.1	vRNA	0	F	1579	1565	1	1565	1565	5665.00	7895.00	1352	185	21	28	21	662	19.00	18.55
SRR29165088.1641	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4339.00	5240.00	946	74	7	7	21	604	25.00	23.91
SRR29165088.1642	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4360.00	5270.00	949	76	7	2	22	598	25.00	23.38
SRR29165088.1652	_NC_002020.1	vRNA	0	F	903	890	1	890	890	3167.00	4515.00	770	90	23	30	20	399	21.00	19.69
SRR29165088.1655	_NC_007363.1	vRNA	0	F	1031	1027	1	1027	1027	3913.00	5155.00	915	79	16	33	21	517	19.00	18.44
SRR29165088.1656	_NC_007363.1	vRNA	0	F	1038	1026	2	1027	1027	4297.00	5190.00	939	68	8	19	23	590	25.00	23.44
SRR29165088.1671	_NC_002020.1	vRNA	0	R	891	890	1	890	890	3418.00	4455.00	781	86	3	23	21	414	24.00	22.22
SRR29165088.1674	_NC_007363.1	vRNA	0	R	612	591	437	1027	1027	2527.00	3060.00	551	39	8	1	14	366	26.00	23.69
SRR29165088.1675	_NC_002020.1	vRNA	0	R	912	890	1	890	890	3691.00	4560.00	808	82	3	0	19	463	27.00	26.41
SRR29165088.1678	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4431.00	5270.00	957	68	8	2	21	613	26.00	25.11
SRR29165088.1683	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4292.00	5215.00	944	71	6	12	22	591	22.00	21.06
SRR29165088.1694	_NC_004906.1	vRNA	0	R	996	890	1	890	890	3313.00	4980.00	782	94	99	14	21	424	24.00	23.26
SRR29165088.1697	A_NC_007359.1	vRNA	0	R	2233	2228	1	2228	2233	8793.00	11165.00	2004	183	22	41	24	1225	21.00	20.40
SRR29165088.1704	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4311.00	5245.00	947	73	8	7	21	586	25.00	23.37
SRR29165088.1708	_NC_007363.1	vRNA	0	R	1048	1022	1	1022	1027	3906.00	5240.00	915	79	28	28	26	510	20.00	19.28
SRR29165088.1711	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4295.00	5205.00	943	71	6	13	21	606	26.00	24.46
SRR29165088.1713	_NC_007363.1	vRNA	0	R	1088	1027	1	1027	1027	4185.00	5440.00	940	74	53	13	21	581	25.00	22.83
SRR29165088.1714	A_NC_007359.1	vRNA	0	F	563	554	1	554	2233	1868.00	2815.00	466	65	17	23	15	298	23.00	22.93
SRR29165088.1718	_NC_007363.1	vRNA	0	R	1012	1027	1	1027	1027	3888.00	5060.00	910	70	11	47	21	507	19.00	18.44
SRR29165088.1722	_NC_002020.1	vRNA	0	F	911	890	1	890	890	3463.00	4555.00	795	82	9	13	25	429	24.00	22.99
SRR29165088.1749	_NC_004905.2	vRNA	0	F	1570	1557	1	1557	1557	5512.00	7850.00	1327	201	11	29	31	638	21.00	19.85
SRR29165088.1750	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4221.00	5205.00	934	81	5	12	21	553	23.00	21.20
SRR29165088.1755	P_NC_007360.1	vRNA	0	R	1597	1565	1	1565	1565	5838.00	7985.00	1364	190	22	11	21	667	25.00	23.19
SRR29165088.1757	_NC_007363.1	vRNA	0	R	1037	1026	1	1026	1027	3661.00	5185.00	892	97	23	37	25	459	17.00	17.91
SRR29165088.1763	_NC_002020.1	vRNA	0	R	917	890	1	890	890	3613.00	4585.00	805	82	9	3	21	459	26.00	25.24
SRR29165088.1769	_NC_002020.1	vRNA	0	F	905	890	1	890	890	3493.00	4525.00	790	91	3	9	21	425	25.00	22.70
SRR29165088.1771	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	3979.00	5220.00	920	84	19	23	21	537	21.00	20.14
SRR29165088.1772	A_NC_007359.1	vRNA	0	F	2244	2233	1	2233	2233	9012.00	11220.00	2022	181	20	30	21	1281	23.00	22.09
SRR29165088.1778	_NC_007377.1	vRNA	0	F	512	503	1	503	1027	1512.00	2560.00	406	68	28	29	10	229	23.00	22.51
SRR29165088.1780	_NC_002020.1	vRNA	0	R	915	890	1	890	890	3493.00	4575.00	794	90	12	6	19	432	25.00	24.54
SRR29165088.1797	_NC_002020.1	vRNA	0	R	907	890	1	890	890	3452.00	4535.00	793	85	8	12	21	421	25.00	22.67
SRR29165088.1802	_NC_007363.1	vRNA	0	R	1045	1027	1	1027	1027	4339.00	5225.00	947	71	4	9	23	611	24.00	22.06
SRR29165088.1810	_NC_002020.1	vRNA	0	F	902	890	1	890	890	3228.00	4510.00	780	82	19	28	21	394	21.00	19.94
SRR29165088.1812	_NC_002020.1	vRNA	0	F	910	890	1	890	890	3561.00	4550.00	799	83	4	8	24	460	23.00	21.02
SRR29165088.1818	_NC_007363.1	vRNA	0	R	372	353	675	1027	1027	1459.00	1860.00	324	22	3	7	23	209	26.00	23.18
SRR29165088.1826	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	3910.00	5250.00	908	105	16	14	21	510	19.00	17.87
SRR29165088.1830	P_NC_007360.1	vRNA	0	R	1586	1565	1	1565	1565	6026.00	7930.00	1380	178	11	7	17	697	25.00	23.80
SRR29165088.1831	_NC_002020.1	vRNA	0	F	914	890	1	890	890	3237.00	4570.00	779	86	28	25	21	381	19.00	18.54
SRR29165088.1832	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	4367.00	5185.00	948	68	0	11	21	613	26.00	25.41
SRR29165088.1833	_NC_007363.1	vRNA	0	R	1032	1017	1	1017	1027	3710.00	5160.00	889	98	16	30	29	450	14.00	16.02
SRR29165088.1847	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4426.00	5260.00	957	67	7	3	21	623	26.00	24.66
SRR29165088.1850	_NC_007375.1	vRNA	0	F	629	612	1730	2341	2341	2334.00	3145.00	542	55	6	15	26	327	21.00	20.06
SRR29165088.1853	_NC_004906.1	vRNA	0	F	908	890	1	890	890	3454.00	4540.00	792	88	9	10	19	434	25.00	23.89
SRR29165088.1855	_NC_007363.1	vRNA	0	F	1041	1023	5	1027	1027	3989.00	5205.00	915	85	16	23	25	544	18.00	18.10
SRR29165088.1856	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4292.00	5185.00	942	71	3	14	21	605	25.00	24.31
SRR29165088.1859	_NC_007363.1	vRNA	0	F	1050	1020	8	1027	1027	4120.00	5250.00	931	75	23	14	21	560	22.00	20.46
SRR29165088.1861	_NC_007363.1	vRNA	0	F	605	591	437	1027	1027	2303.00	3025.00	530	50	10	11	15	317	21.00	19.82
SRR29165088.1863	_NC_007363.1	vRNA	0	R	1045	1027	1	1027	1027	4065.00	5225.00	928	82	14	17	21	552	21.00	20.21
SRR29165088.1877	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4227.00	5230.00	943	70	14	14	19	575	22.00	20.64
SRR29165088.1881	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4267.00	5200.00	941	74	4	12	21	610	25.00	23.63
SRR29165088.1885	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4310.00	5235.00	942	79	6	6	20	588	25.00	23.16
SRR29165088.1887	_NC_002020.1	vRNA	0	R	897	890	1	890	890	3493.00	4485.00	793	82	3	15	19	443	23.00	21.58
SRR29165088.1888	_NC_004906.1	vRNA	0	F	914	890	1	890	890	3325.00	4570.00	785	90	18	15	21	400	22.00	20.47
SRR29165088.1894	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4402.00	5245.00	955	65	7	7	22	632	24.00	22.94
SRR29165088.1899	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4439.00	5225.00	954	67	3	6	21	624	25.00	24.26
SRR29165088.1900	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	3991.00	5215.00	917	94	13	16	19	515	19.00	18.51
SRR29165088.1903	_NC_004906.1	vRNA	0	F	899	890	1	890	890	3263.00	4495.00	780	84	14	26	21	406	18.00	17.96
SRR29165088.1909	_NC_002020.1	vRNA	0	F	914	890	1	890	890	3286.00	4570.00	787	82	21	21	24	404	22.00	20.43
SRR29165088.1913	P_NC_007360.1	vRNA	0	F	1576	1565	1	1565	1565	5874.00	7880.00	1367	175	13	23	21	672	22.00	20.68
SRR29165088.1919	A_NC_007362.1	vRNA	0	F	1760	1760	1	1760	1760	6118.00	8800.00	1497	201	24	62	38	762	18.00	17.38
SRR29165088.1929	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4393.00	5230.00	951	70	4	6	21	602	25.00	24.11
SRR29165088.1933	_NC_002020.1	vRNA	0	F	906	890	1	890	890	3644.00	4530.00	805	77	2	8	22	470	26.00	24.59
SRR29165088.1937	_NC_007375.1	vRNA	0	F	933	953	1389	2341	2341	3321.00	4665.00	810	100	7	43	16	427	19.00	18.00
SRR29165088.1944	_NC_002020.1	vRNA	0	F	904	890	1	890	890	3454.00	4520.00	793	80	12	17	19	426	22.00	20.25
SRR29165088.1945	_NC_007363.1	vRNA	0	F	1052	1027	1	1027	1027	4324.00	5260.00	946	75	10	6	21	603	26.00	25.22
SRR29165088.1954	_NC_004906.1	vRNA	0	R	914	890	1	890	890	3481.00	4570.00	792	91	9	7	22	444	24.00	22.83
SRR29165088.1957	_NC_007363.1	vRNA	0	F	1034	1027	1	1027	1027	3857.00	5170.00	907	91	15	29	21	498	20.00	18.79
SRR29165088.1965	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	3945.00	5215.00	919	80	23	28	21	531	20.00	18.90
SRR29165088.1972	_NC_002020.1	vRNA	0	F	899	889	2	890	890	3424.00	4495.00	786	84	7	19	22	419	22.00	20.98
SRR29165088.1977	_NC_007375.1	vRNA	0	F	972	953	1389	2341	2341	3298.00	4860.00	813	116	27	24	16	433	16.00	17.23
SRR29165088.1980	P_NC_007360.1	vRNA	0	F	1594	1565	1	1565	1565	5976.00	7970.00	1382	172	19	11	21	688	25.00	23.50
SRR29165088.1985	B1_NC_007358.1	vRNA	0	F	631	612	1730	2341	2341	2211.00	3155.00	527	72	6	13	26	308	25.00	22.49
SRR29165088.1986	P_NC_007360.1	vRNA	0	R	1576	1565	1	1565	1565	5834.00	7880.00	1364	180	11	21	21	677	24.00	22.28
SRR29165088.1993	_NC_004906.1	vRNA	0	R	898	890	1	890	890	3252.00	4490.00	776	93	10	21	19	411	23.00	21.11
SRR29165088.2005	_NC_007363.1	vRNA	0	R	1044	1026	1	1026	1027	4240.00	5220.00	940	74	8	12	22	575	25.00	22.94
SRR29165088.2019	_NC_002020.1	vRNA	0	R	891	890	1	890	890	3398.00	4455.00	782	86	2	22	21	434	23.00	22.35
SRR29165088.2028	_NC_007363.1	vRNA	0	R	359	330	698	1027	1027	1152.00	1795.00	280	31	6	19	42	171	15.00	16.10
SRR29165088.2034	_NC_007363.1	vRNA	0	R	1046	1026	1	1026	1027	4148.00	5230.00	928	87	7	11	24	543	24.00	22.61
SRR29165088.2036	_NC_004906.1	vRNA	0	F	915	888	3	890	890	3269.00	4575.00	776	93	22	19	24	404	22.00	20.03
SRR29165088.2038	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3983.00	5180.00	918	79	18	30	21	541	20.50	19.81
SRR29165088.2040	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4347.00	5235.00	948	73	5	6	21	607	26.00	25.11
SRR29165088.2041	_NC_002020.1	vRNA	0	F	913	889	2	890	890	3332.00	4565.00	784	89	18	16	22	407	22.00	20.92
SRR29165088.2046	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4217.00	5210.00	934	82	6	11	20	574	25.00	24.68
SRR29165088.2052	_NC_007363.1	vRNA	0	F	1031	1027	1	1027	1027	3703.00	5155.00	896	86	28	45	21	500	18.00	17.49
SRR29165088.2063	_NC_002020.1	vRNA	0	R	903	890	1	890	890	3476.00	4515.00	790	87	5	13	21	436	26.00	24.40
SRR29165088.2070	_NC_002020.1	vRNA	0	F	902	890	1	890	890	3355.00	4510.00	785	81	15	24	21	431	21.00	19.76
SRR29165088.2071	A_NC_007362.1	vRNA	0	R	1805	1760	1	1760	1760	6767.00	9025.00	1555	190	17	15	43	859	26.00	24.93
SRR29165088.2072	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4307.00	5250.00	944	73	12	10	21	584	23.00	21.94
SRR29165088.2075	A_NC_007362.1	vRNA	0	R	1782	1760	1	1760	1760	6573.00	8910.00	1535	194	16	31	37	833	24.00	21.96
SRR29165088.2088	_NC_002016.1	vRNA	0	F	427	393	1	393	1027	1553.00	2135.00	357	28	22	8	20	236	25.00	24.25
SRR29165088.2095	A_NC_007359.1	vRNA	0	R	2246	2233	1	2233	2233	9188.00	11230.00	2040	168	18	25	20	1301	25.00	23.56
SRR29165088.2097	_NC_007363.1	vRNA	0	R	1055	1027	1	1027	1027	4296.00	5275.00	950	70	14	7	21	585	24.00	22.43
SRR29165088.2114	_NC_002020.1	vRNA	0	F	909	890	1	890	890	3536.00	4545.00	798	86	5	6	20	433	25.00	23.34
SRR29165088.2115	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	3805.00	5185.00	904	91	22	32	20	479	16.00	16.32
